utc_s (s),utc_ms (ms)_x,file_path,filename,utc_ms (ms)_y,accel_x (counts),accel_y (counts),accel_z (counts),calibrated_accel_x (g),calibrated_accel_y (g),calibrated_accel_z (g),calibrated_accel_x (m/s^2),calibrated_accel_y (m/s^2),calibrated_accel_z (m/s^2),position_lat (semicircles),position_long (semicircles),enhanced_altitude (m),enhanced_speed (m/s),heading (degrees),gyro_x (counts),gyro_y (counts),gyro_z (counts),calibrated_gyro_x (deg/s),calibrated_gyro_y (deg/s),calibrated_gyro_z (deg/s),mag_x (counts),mag_y (counts),mag_z (counts),velocity (m/s)1,velocity (m/s)2,velocity (m/s)3,tsm1_original,tsm1_k2,tsm1_k3,tsm1_k4
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,713,32528,32847,32344,-0.0390625,0.21875,0.13134766,-0.383072265625,2.1452046875,1.288080529939,430511256.0,-1036451325,-90.0,2.268,58.2,33244,32978,32934,-12.621951,-12.317073,-29.451220000000003,32714,32466,31344,1.92,1.19,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,672,30080,33647,33873,-0.4296875,-0.52783203,1.3266601999999998,-4.213794921875,-5.1762639769995,13.01009225033,430511125.0,-1036451499,-89.80000000000003,2.25,59.19,33432,32786,33185,-0.91463417,-27.621952,-40.914635,32722,32475,31341,1.93,1.15,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,662,33247,33285,30363,-0.2529297,1.1860351999999998,-0.21972656,-2.480393042505,11.63103209408,-2.154781469624,430511103.0,-1036451533,-89.80000000000003,2.248,59.62,33416,32565,33155,12.560976,-25.792683,-39.939026,32721,32477,31342,1.93,1.13,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,592,38430,31883,35420,0.43164062,-1.2832031000000002,-2.7504883,4.232948486122998,-12.583923680615,-26.973076087195,430510965.0,-1036451784,-89.60000000000002,2.109,56.35,32398,32017,33201,45.97561,-28.59756,22.134146,32714,32439,31354,1.75,1.16,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,562,26993,32975,31097,-0.1015625,0.8276367,2.8339844,-0.995987890625,8.116343444055001,27.791893116259995,430510913.0,-1036451883,-89.60000000000002,2.085,54.34,32295,32531,33205,14.634147,-28.841463,28.414635,32716,32423,31350,1.69,1.21,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,542,27867,32569,32627,0.09667969,0.080566406,2.4072266,0.9481038819385,0.7900865453998999,23.60682873689,430510872.0,-1036451947,-89.39999999999998,2.072,54.12,32178,32497,33025,16.707317,-17.865854000000002,35.548782,32720,32432,31344,1.67,1.21,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,763,31440,33512,32218,-0.36376953,0.28027344,0.66259766,-3.5673604613745,2.748543530376,6.497863342439,430511481.0,-1036451030,-90.0,2.432,57.5,32812,33383,32735,-37.317074,-0.18292683,-3.109756,32729,32481,31334,2.05,1.3,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,986,31973,32472,33106,0.14404297,-0.15332031,0.40234375,1.4125789917504998,-1.5035586180614997,3.9456443359375,430511913.0,-1036450003,-90.60000000000002,2.396,64.58,32714,32710,33176,3.719512200000001,-27.073172,2.8658535,32733,32454,31329,2.16,1.02,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,966,26438,32851,34049,-0.041015625,-0.61376953,3.1049805,-0.40222587890625,-6.0190229613745,30.449457020325,430511881.0,-1036450079,-90.60000000000002,2.418,65.08,32563,33021,33450,-15.243902,-43.780487,12.073171,32739,32472,31320,2.19,1.01,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,956,27039,32999,31864,-0.11328125,0.453125,2.8115234,-1.1109095703125,4.44363828125,27.57162595061,430511866.0,-1036450121,-90.60000000000002,2.425,65.32,32514,32931,33230,-9.756098,-30.365854,15.060976,32740,32479,31320,2.2,1.01,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,783,32635,32553,29301,0.10449219,1.7045898000000002,0.07910156,1.0247183350635,16.71631556217,0.7757213133740001,430511552.0,-1036450880,-90.2,2.604,61.18,32803,33545,32837,-47.19512,-6.402439,-2.5609756,32723,32456,31335,2.28,1.25,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,996,32730,32579,31577,0.091796875,0.5932616999999999,0.032714844,0.9002198242187499,5.817909850305001,0.3208230249125999,430511929.0,-1036449967,-90.60000000000002,2.387,64.44,32789,32399,33178,22.682926,-27.195122,-1.7073171000000005,32731,32452,31331,2.15,1.03,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,169,29996,33005,32654,-0.11621094,0.06738281,1.3676758,-1.139640014751,0.6607996336865,13.41231788407,430509726.0,-1036453325,-88.60000000000002,1.963,74.14,32286,32705,32078,4.02439,39.878048,28.963415,32715,32481,31336,1.88,0.53,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,128,30991,32661,32450,0.051757812,0.16699219,0.88183594,0.5075707470498,1.6376339600635,8.647856421000997,430509654.0,-1036453473,-88.39999999999998,1.811,75.08,33063,32788,32260,-1.0365853,28.780487,-18.414635,32720,32522,31328,1.75,0.46,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,98,30627,33217,35047,-0.21972656,-1.1010742,1.0595703,-2.154781469624,-10.79784930343,10.390835082495,430509603.0,-1036453572,-88.39999999999998,1.7919999999999998,75.85,33524,32477,32387,17.926828,21.036585,-46.52439,32711,32508,31334,1.73,0.43,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,88,31050,33329,34554,-0.27441406,-0.86035156,0.85302734,-2.6910826414990003,-8.437166625874,8.365340563811001,430509590.0,-1036453598,-88.39999999999998,1.8,76.16,33581,32480,32469,17.743902,16.036585000000002,-50.0,32710,32508,31334,1.74,0.43,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,249,30678,33169,33001,-0.19628906,-0.10205078,1.034668,-1.924938110249,-1.0007762816869998,10.1466269422,430509970.0,-1036453000,-88.80000000000003,1.965,69.24,31546,32863,32263,-5.609756,28.59756,74.085365,32725,32480,31335,1.83,0.69,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,462,29893,33160,32971,-0.19189453,-0.087402344,1.4179688,-1.8818424926245,-0.8571241967875999,13.90552373252,430510723.0,-1036452179,-89.19999999999997,2.105,53.76,31986,32812,32752,-2.5,-1.2195122,47.256096,32732,32462,31332,1.69,1.24,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,432,31351,33473,33005,-0.34472656,-0.104003906,0.7060546999999999,-3.380612719624,-1.0199299047749,6.924031323755,430510658.0,-1036452256,-89.19999999999997,2.071,55.66,32174,32894,32735,-7.5,-0.18292683,35.792683000000004,32719,32433,31341,1.71,1.16,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,341,30939,32994,32833,-0.110839844,-0.020019531,0.90722656,-1.0869675561626,-0.19632453368115,8.896853344623999,430510185.0,-1036452708,-89.0,1.944,63.97,32169,32891,32668,-7.3170733,3.902439,36.09756,32727,32463,31332,1.74,0.85,-0.26,3.0,1.0,2.0,3.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,671,30453,32517,33549,0.12207031,-0.3696289,1.1445312,1.1971008055615,-3.624821252185,11.224016892480002,430439338.0,-1036520534,-61.600000000000016,4.575,347.28,32603,32626,32638,8.841463000000001,5.731707,9.634147,32707,32483,31347,-1.0,4.46,-0.92,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,681,31112,32439,33462,0.16015625,-0.32714844,0.8227539,1.5705962890624998,-3.208230249126,8.068459533435,430439289.0,-1036520615,-62.0,4.567,347.03,32569,32514,32648,15.670732,5.121951,11.707317,32703,32480,31351,-1.02,4.45,-0.93,1.0,0.0,0.0,1.0
