utc_s (s),utc_ms (ms)_x,file_path,filename,utc_ms (ms)_y,accel_x (counts),accel_y (counts),accel_z (counts),calibrated_accel_x (g),calibrated_accel_y (g),calibrated_accel_z (g),calibrated_accel_x (m/s^2),calibrated_accel_y (m/s^2),calibrated_accel_z (m/s^2),position_lat (semicircles),position_long (semicircles),enhanced_altitude (m),enhanced_speed (m/s),heading (degrees),gyro_x (counts),gyro_y (counts),gyro_z (counts),calibrated_gyro_x (deg/s),calibrated_gyro_y (deg/s),calibrated_gyro_z (deg/s),mag_x (counts),mag_y (counts),mag_z (counts),velocity (m/s)1,velocity (m/s)2,velocity (m/s)3,tsm1_original,tsm1_k2,tsm1_k3,tsm1_k4
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,723,32572,32736,33131,0.015136719,-0.16552734,0.10986328,0.1484405053813499,-1.623268688811,1.077390734812,430511305.0,-1036451261,-90.0,2.353,58.17,33004,32908,32738,-8.353659,-0.36585367,-14.817073,32713,32455,31347,1.99,1.24,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,632,25411,33617,35910,-0.41503906,-1.5224608999999998,3.6064453,-4.070142797749,-14.930241184985,35.367146801245,430511033.0,-1036451628,-89.80000000000003,2.231,60.23,33100,33159,33437,-23.658537,-42.987804,-20.670732,32719,32456,31345,1.93,1.1,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,602,39152,32218,37468,0.2680664,-2.2832031,-3.1030273,2.6288333615599995,-22.390573680615,-30.430302671545,430510982.0,-1036451745,-89.60000000000002,2.126,57.56,32426,31968,33225,48.963413,-30.060976,20.426828,32713,32439,31354,1.79,1.14,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,522,31558,32318,34523,0.21923828,-0.84521484,0.60498047,2.1499930785620003,-8.288726110686001,5.9328317261255,430510836.0,-1036452010,-89.39999999999998,2.068,53.51,32058,32431,32910,20.731707,-10.853659,42.865852,32726,32455,31339,1.66,1.22,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,976,28829,32517,34405,0.12207031,-0.78759766,1.9375,1.1971008055615,-7.723694592438999,19.000384375,430511897.0,-1036450037,-90.60000000000002,2.4090000000000003,64.89,32631,32951,33291,-10.97561,-34.085365,7.9268293,32736,32459,31324,2.18,1.02,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,926,34495,32348,32802,0.20458984,-0.0048828125,-0.82910156,2.006340954436,-0.047884033203125,-8.130708813374,430511829.0,-1036450253,-90.39999999999998,2.456,64.85,32333,32912,32955,-8.597561,-13.597561,26.09756,32731,32439,31330,2.22,1.04,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,896,28288,32587,31878,0.087890625,0.44628906,2.2016602,0.86191259765625,4.3766006102490005,21.59091100033,430511777.0,-1036450387,-90.39999999999998,2.515,63.9,32258,33158,32968,-23.59756,-14.390244,30.670732,32741,32478,31322,2.25,1.1,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,864,33239,32035,32579,0.35742188,0.104003906,-0.21582031,3.505111279502,1.0199299047749,-2.1164742430615,430511701.0,-1036450534,-90.39999999999998,2.569,64.16,32143,33138,32665,-22.378048,4.0853660000000005,37.682926,32729,32442,31331,2.31,1.11,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,773,32080,32858,29771,-0.044433594,1.4750976999999998,0.35009766,-0.4357447046001,14.465766859705,3.4332852174389994,430511520.0,-1036450955,-90.2,2.515,58.97,32821,33498,32822,-44.32927,-5.487805000000001,-3.6585367,32725,32464,31334,2.15,1.29,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,502,30976,32994,33664,-0.110839844,-0.42578125,0.88916016,-1.0869675561626,-4.1754876953125,8.719682483064,430510798.0,-1036452067,-89.39999999999998,2.073,53.37,31995,32540,32803,14.085366,-4.3292685,46.707317,32719,32427,31346,1.66,1.23,-0.26,3.0,1.0,2.0,3.0
