utc_s (s),utc_ms (ms)_x,file_path,filename,utc_ms (ms)_y,accel_x (counts),accel_y (counts),accel_z (counts),calibrated_accel_x (g),calibrated_accel_y (g),calibrated_accel_z (g),calibrated_accel_x (m/s^2),calibrated_accel_y (m/s^2),calibrated_accel_z (m/s^2),position_lat (semicircles),position_long (semicircles),enhanced_altitude (m),enhanced_speed (m/s),heading (degrees),gyro_x (counts),gyro_y (counts),gyro_z (counts),calibrated_gyro_x (deg/s),calibrated_gyro_y (deg/s),calibrated_gyro_z (deg/s),mag_x (counts),mag_y (counts),mag_z (counts),velocity (m/s)1,velocity (m/s)2,velocity (m/s)3,tsm1_original,tsm1_k2,tsm1_k3,tsm1_k4
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,642,31316,33054,34704,-0.14013672,-0.93359375,0.72314453,-1.374271765188,-9.1554271484375,7.0916253051245,430511054.0,-1036451594,-89.80000000000003,2.24,60.25,33235,33313,33058,-33.048782,-19.878048,-28.90244,32717,32449,31346,1.94,1.11,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,733,31662,33181,34135,-0.20214844,-0.6557616999999999,0.5541991999999999,-1.982398999126,-6.430825475304999,5.43483758468,430511353.0,-1036451197,-90.0,2.38,58.21,32829,32877,32736,-6.4634147,-0.24390244,-4.1463413000000005,32713,32447,31346,2.02,1.25,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,622,23651,33707,34660,-0.45898438,-0.9121094,4.4658203,-4.501099170127,-8.944737647510001,43.794736644995005,430511014.0,-1036451661,-89.80000000000003,2.2230000000000003,60.03,32949,32589,33272,11.097561,-32.926829999999995,-11.463414,32719,32463,31347,1.92,1.11,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,834,29451,32773,32104,-0.0029296875,0.3359375,1.6337891000000002,-0.028730419921875,3.294421484375,16.021997877515,430511615.0,-1036450680,-90.2,2.6010000000000004,64.25,32373,33256,32556,-29.573172,10.731708,23.658537,32732,32471,31327,2.34,1.13,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,824,30749,33381,32725,-0.2998047,0.032714844,1.0,-2.9400797612550003,0.3208230249125999,9.80665,430511603.0,-1036450717,-90.2,2.611,63.85,32490,33235,32398,-28.292683,20.365854,16.524391,32727,32461,31333,2.34,1.15,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,803,33524,32964,32835,-0.096191406,-0.020996094,-0.35498047,-0.9433154516498998,-0.2059013452251,-3.4811692261255,430511581.0,-1036450801,-90.2,2.612,62.29,32607,33473,32588,-42.80488,8.780488,9.390244,32722,32450,31336,2.31,1.21,-0.27,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,482,29976,33468,33308,-0.34228516,-0.25195312,1.3774414,-3.3566707643139995,-2.4708160642479995,13.508085705309998,430510761.0,-1036452122,-89.39999999999998,2.089,53.39,31931,32691,32723,4.878049,0.5487805,50.609756,32726,32444,31338,1.67,1.24,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,189,29264,32556,32892,0.103027344,-0.048828125,1.7250976999999998,1.0103531030375998,-0.47884033203125,16.917429359705,430509757.0,-1036453264,-88.60000000000002,1.958,73.11,32016,32759,32154,0.73170733,35.243904,45.42683,32724,32510,31328,1.87,0.56,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,179,29717,32725,32928,0.020507812,-0.06640625,1.5039062,0.2011129345497999,-0.6512228515624999,14.748281736229998,430509740.0,-1036453294,-88.60000000000002,1.963,73.81,32133,32703,32103,4.1463413000000005,38.353657,38.292683,32719,32494,31333,1.88,0.54,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,149,30829,33021,33614,-0.12402344,-0.4013672,0.9609375,-1.216254467876,-3.93606765188,9.423577734375,430509696.0,-1036453393,-88.60000000000002,1.95,74.86,32622,32764,32134,0.42682928,36.463413,8.475610000000001,32714,32490,31334,1.88,0.5,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,78,30762,33382,34085,-0.30029297,-0.63134766,0.99365234,-2.9448680542505,-6.191405529939,9.744400720061,430509576.0,-1036453625,-88.39999999999998,1.808,76.56,33621,32593,32458,10.853659,16.707317,-52.439026,32708,32497,31335,1.75,0.42,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,27,30161,32733,33799,0.016601562,-0.49169922,1.2871093999999998,0.1628057079873,-4.8219221558130005,12.62223139751,430509518.0,-1036453769,-88.19999999999997,1.809,76.45,33643,32583,32911,11.463414,-10.914634,-53.780487,32719,32534,31327,1.75,0.42,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,17,30560,33033,33500,-0.12988281,-0.34570312,1.0922851999999998,-1.2737152586864997,-3.3901895017479995,10.71165865658,430509508.0,-1036453797,-88.19999999999997,1.805,76.1,33490,32535,32900,14.390244,-10.243902,-44.451218,32715,32520,31332,1.75,0.43,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,492,30525,33387,33751,-0.30273438,-0.46826172,1.109375,-2.968810107627,-4.592078796438,10.87925234375,430510779.0,-1036452094,-89.39999999999998,2.08,53.43,31953,32621,32773,9.146341,-2.5,49.26829,32721,32433,31344,1.67,1.23,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,392,32286,33319,33358,-0.26953125,-0.2763672,0.24951172,-2.6431986328125,-2.71023640188,2.446874108938,430510492.0,-1036452426,-89.0,2.001,57.87,32240,32779,32746,-0.4878049,-0.85365856,31.768293,32727,32469,31336,1.69,1.06,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,382,34021,33182,33984,-0.20263672,-0.58203125,-0.59765625,-1.987187390188,-5.7077767578125,-5.8610056640625,430510435.0,-1036452479,-89.0,1.991,58.86,32193,32718,32716,3.2317073,0.9756098,34.634148,32722,32452,31340,1.7,1.02,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,330,30855,32929,32683,-0.07910156,0.0532226559999999,0.9482421999999998,-0.7757213133740001,0.5219359594624,9.29907937063,430510118.0,-1036452769,-89.0,1.935,65.46,32206,32963,32711,-11.707317,1.2804878,33.841465,32723,32457,31336,1.76,0.8,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,310,30890,32978,32823,-0.103027344,-0.015136719,0.93115234,-1.0103531030375998,-0.1484405053813499,9.131485095061,430510076.0,-1036452830,-89.0,1.925,67.29,32226,32991,32712,-13.414634,1.2195122,32.621952,32721,32457,31340,1.77,0.74,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,290,32176,33105,32996,-0.16503906,-0.099609375,0.30322266,-1.6184802977489998,-0.97683427734375,2.9735984986889994,430510043.0,-1036452892,-88.80000000000003,1.926,67.4,32030,32937,32639,-10.121951,5.6707315000000005,44.573170000000005,32721,32454,31341,1.77,0.74,-0.26,3.0,1.0,2.0,3.0
964868685,704,2020-07-28/964868685s704ms.jpg,964868685s704ms.jpg,280,31855,33244,33189,-0.23291016,-0.19384766,0.45996094,-2.284068420564,-1.900996154939,4.510675952251,430510020.0,-1036452919,-88.80000000000003,1.934,67.71,31899,32932,32550,-9.817073,11.097561,52.560974,32723,32462,31336,1.78,0.73,-0.26,3.0,1.0,2.0,3.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,531,31088,32995,33606,-0.111328125,-0.39746094,0.83447266,-1.0917559570312498,-3.897760327251,8.183381311188999,430439128.0,-1036519854,-58.80000000000001,4.498,351.18,32719,32673,32740,5.97561,-0.4878049,2.5609756,32706,32479,31344,-0.68,4.44,-0.85,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,732,30750,32608,33019,0.07763672,-0.110839844,0.9995117,0.761356140188,-1.0869675561626,9.801861412805,430439330.0,-1036520876,-63.0,4.524,345.69,32580,32591,32829,10.97561,-5.914634,11.036586,32711,32498,31343,-1.11,4.38,-0.95,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,722,31265,32435,33316,0.16210938,-0.25585938,0.7480469,1.589749951377,-2.509123388877,7.335834131884999,430439343.0,-1036520814,-62.80000000000001,4.537,346.1,32575,32514,32777,15.670732,-2.7439024,11.341463,32713,32510,31343,-1.08,4.4,-0.94,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,561,31185,32849,33089,-0.040039062,-0.14501953,0.7871094,-0.3926490673623,-1.4221557738745,7.71890639751,430439128.0,-1036520026,-59.399999999999984,4.446000000000001,349.42,32792,32651,32766,7.3170733,-2.0731707,-1.8902439,32711,32499,31339,-0.81,4.37,-0.86,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,994,32072,32776,34022,-0.0043945312,-0.60058594,0.3540039,-0.04309562939248,-5.889736108500999,3.4715923459349995,430440399.0,-1036522134,-57.0,4.498,348.13,32362,32843,32777,-4.390244,-2.7439024,24.329268,32701,32467,31354,-0.92,4.4,-0.39,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,914,31669,32650,33247,0.0571289059999999,-0.22216797,0.55078125,0.5602431860249,-2.1787235230005,5.4013189453125,430440099.0,-1036521872,-56.80000000000001,4.757,343.92,32609,32684,32801,5.304878,-4.207317,9.268292,32702,32474,31353,-1.31,4.57,-0.41,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,844,29545,32921,32114,-0.07519531,0.3310547,1.5878906000000002,-0.7374140868115,3.2465375737549995,15.571887352489998,430439863.0,-1036521521,-57.600000000000016,4.799,343.49,32520,32911,32826,-8.536586,-5.731707,14.695122,32704,32477,31353,-1.36,4.6,-0.51,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,511,30808,32861,32927,-0.045898438,-0.06591797,0.9711914,-0.4501099170127,-0.6464344605005,9.52413414281,430439125.0,-1036519754,-58.399999999999984,4.534,352.25,32752,32683,32825,5.365854,-5.6707315000000005,0.5487805,32708,32487,31344,-0.61,4.49,-0.84,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,208,30361,32763,33383,0.001953125,-0.28857422,1.1894531000000002,0.01915361328125,-2.829946374563,11.664550243115,430438853.0,-1036518136,-51.80000000000001,4.918,354.07,32568,32853,32911,-5.0,-10.914634,11.768292,32720,32496,31332,-0.5,4.89,-0.63,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,93,30370,32735,32315,0.015625,0.23291016,1.1850586,0.15322890625,2.284068420564,11.62145491969,430438342.0,-1036517681,-50.19999999999999,5.038,352.73,32520,32794,32806,-1.402439,-4.512194999999999,14.695122,32725,32500,31328,-0.63,4.99,-0.58,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,83,31139,32646,32923,0.05908203,-0.063964844,0.8095703000000001,0.5793967894995,-0.6272808374126,7.939172582494999,430438303.0,-1036517648,-50.19999999999999,5.066,352.69,32569,32773,32832,-0.12195122,-6.097561,11.707317,32727,32511,31327,-0.64,5.02,-0.58,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,73,31146,32667,32936,0.048828125,-0.0703125,0.80615234,0.47884033203125,-0.689530078125,7.905653845061001,430438286.0,-1036517601,-50.0,5.095,352.74,32609,32755,32877,0.9756098,-8.841463000000001,9.268292,32724,32496,31330,-0.64,5.05,-0.58,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,501,30456,32813,32554,-0.022460938,0.11621094,1.1430664,-0.2202665576377,1.139640014751,11.20965211156,430439172.0,-1036519663,-58.0,4.548,352.8,32741,32666,32810,6.402439,-4.756098000000001,1.2195122,32713,32503,31338,-0.56,4.51,-0.83,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,258,30240,33257,32859,-0.23925781,-0.032714844,1.2485351999999998,-2.3463176024365,-0.3208230249125999,12.24394771908,430439048.0,-1036518334,-53.0,4.996,355.27,32631,32722,32909,2.987805,-10.792683,7.9268293,32723,32507,31329,-0.41,4.97,-0.68,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,461,30233,32858,32656,-0.044433594,0.06640625,1.2519531000000002,-0.4357447046001,0.6512228515624999,12.277465868114998,430439129.0,-1036519435,-57.399999999999984,4.566,354.07,32743,32673,32795,5.97561,-3.8414633,1.097561,32707,32475,31342,-0.47,4.54,-0.81,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,431,30247,33104,33326,-0.16455078,-0.2607422,1.2451172,-1.613691906687,-2.55700749563,12.21042858938,430439084.0,-1036519241,-56.80000000000001,4.595,355.45,32730,32807,32860,-2.195122,-7.804877999999999,1.8902439,32714,32496,31337,-0.36,4.58,-0.8,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,328,30543,33190,33205,-0.20654297,-0.20166016,1.1005858999999998,-2.0254946167505,-1.977610608064,10.793060716235,430439064.0,-1036518706,-54.80000000000001,4.851,356.21,32647,32653,32856,7.1951220000000005,-7.560975599999999,6.9512196,32712,32479,31336,-0.32,4.84,-0.74,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,298,30289,33068,33230,-0.14697266,-0.21386719,1.2246093999999998,-1.441309436189,-2.0973206788135,12.009315772510002,430439028.0,-1036518568,-54.19999999999999,4.924,355.88,32673,32773,32959,-0.12195122,-13.841463,5.365854,32718,32500,31335,-0.35,4.91,-0.72,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,268,30090,33125,32581,-0.17480469,0.103027344,1.3217773000000002,-1.7142484131885,1.0103531030375998,12.962207359045,430439063.0,-1036518379,-53.399999999999984,4.985,355.72,32675,32721,32987,3.0487804,-15.54878,5.243901999999999,32721,32498,31332,-0.37,4.97,-0.69,1.0,0.0,0.0,1.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,664,31393,33007,33667,-0.1171875,-0.4272460999999999,0.6855469,-1.149216796875,-4.189852966565,6.722918506885,430419321.0,-1036536500,-41.60000000000002,1.817,62.83,32733,32727,32735,2.682927,-0.18292683,1.7073171000000005,32734,32582,31244,1.61,0.82,-0.07,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,674,31195,32869,33349,-0.049804688,-0.27197266,0.78222656,-0.4884171435752,-2.667140686189,7.671022094624,430419322.0,-1036536477,-41.80000000000001,1.797,61.99,32761,32771,32673,0.0,3.597561,0.0,32731,32567,31247,1.58,0.84,-0.07,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,603,30212,33765,32790,-0.4873047,0.0009765625,1.262207,-4.778826636254999,0.009576806640625,12.37802227655,430419286.0,-1036536652,-41.60000000000002,1.927,63.78,32712,32898,32723,-7.743902,0.5487805,2.987805,32730,32565,31248,1.72,0.85,-0.06,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,531,31241,32931,33919,-0.080078125,-0.55029297,0.7597656,-0.7852981445312499,-5.3965305542505,7.45075532124,430419227.0,-1036536806,-41.60000000000002,2.112,66.22,32634,32852,32632,-4.939024400000001,6.097561,7.743902,32729,32572,31247,1.93,0.85,-0.06,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,944,32327,32812,33549,-0.021972656,-0.3696289,0.22949219,-0.2154781469624,-3.624821252185,2.2505495850635,430419509.0,-1036536088,-42.19999999999999,1.337,48.22,32437,32678,32651,5.6707315000000005,4.939024400000001,19.756098,32732,32551,31252,0.99,0.89,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,934,32151,32779,33644,-0.005859375,-0.41601562,0.3154297,-0.05746083984375,-4.079719579872998,3.093308667505,430419496.0,-1036536104,-42.19999999999999,1.325,48.12,32427,32704,32580,4.0853660000000005,9.268292,20.365854,32735,32567,31249,0.98,0.88,-0.09,1.0,0.0,0.0,0.0
